State Code,State,Claim Amount,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,ResponseNumeric
IA,Iowa,961.8310865,No,Basic,High School or Below,1/11/2011,Employed,F,80536,Rural,Married,119,5,83,0,3,Special Auto,Special L2,Collision,Branch,53.798708,Sports Car,Medsize,0
KS,Kansas,227.4775451,No,Basic,College,1/15/2011,Unemployed,F,0,Suburban,Single,63,2,5,0,1,Personal Auto,Personal L2,Hail,Agent,606.642452,Four-Door Car,Small,0
IA,Iowa,955.2926922,No,Extended,College,2/8/2011,Employed,F,97732,Urban,Married,79,0,70,0,2,Personal Auto,Personal L3,Other,Branch,289.9122,Four-Door Car,Medsize,0
NE,Nebraska,1038.855323,No,Extended,Bachelor,1/11/2011,Employed,F,61222,Urban,Single,89,20,55,0,2,Special Auto,Special L3,Scratch/Dent,Branch,392.604371,Four-Door Car,Small,0
IA,Iowa,247.0121222,No,Basic,College,1/9/2011,Unemployed,M,0,Suburban,Single,74,7,20,0,1,Personal Auto,Personal L1,Other,Web,721.242206,Two-Door Car,Large,0
NE,Nebraska,561.9068508,No,Premium,Master,2/4/2011,Employed,M,50335,Urban,Married,140,9,54,0,1,Personal Auto,Personal L2,Collision,Call Center,456.52385,SUV,Medsize,0
MO,Missouri,904.7119209,No,Extended,High School or Below,1/21/2011,Unemployed,F,0,Suburban,Single,127,30,11,0,6,Personal Auto,Personal L2,Scratch/Dent,Branch,1087.995426,Sports Car,Medsize,0
KS,Kansas,669.2143668,No,Premium,High School or Below,2/16/2011,Employed,M,63221,Suburban,Married,168,28,49,0,1,Corporate Auto,Corporate L3,Scratch/Dent,Agent,806.4,SUV,Medsize,0
IA,Iowa,373.1504584,Yes,Extended,High School or Below,2/24/2011,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L1,Collision,Agent,460.8,Four-Door Car,Large,1
OK,Oklahoma,366.0770258,No,Extended,Bachelor,1/18/2011,Employed,M,64495,Urban,Married,92,34,30,0,1,Corporate Auto,Corporate L2,Other,Web,251.992083,Four-Door Car,Medsize,0
MO,Missouri,792.8829252,No,Basic,College,1/30/2011,Unemployed,F,0,Suburban,Married,72,7,75,0,2,Corporate Auto,Corporate L3,Collision,Call Center,345.6,Four-Door Car,Medsize,0
NE,Nebraska,501.1751577,No,Basic,Bachelor,1/9/2011,Employed,F,28859,Suburban,Divorced,67,24,51,3,4,Corporate Auto,Corporate L2,Collision,Call Center,321.6,Two-Door Car,Medsize,0
NE,Nebraska,798.8258292,No,Extended,High School or Below,2/1/2011,Employed,F,77330,Rural,Married,99,0,21,0,3,Personal Auto,Personal L3,Hail,Web,99.257608,Four-Door Car,Medsize,0
IA,Iowa,388.5456401,Yes,Premium,College,2/28/2011,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Corporate Auto,Corporate L2,Collision,Branch,504,Four-Door Car,Large,1
KS,Kansas,265.9337982,No,Basic,Bachelor,1/31/2011,Employed,M,24495,Suburban,Single,70,29,65,0,1,Personal Auto,Personal L2,Other,Branch,336,Four-Door Car,Small,0
KS,Kansas,856.4768226,Yes,Basic,High School or Below,2/17/2011,Employed,M,95697,Rural,Married,107,29,29,0,9,Personal Auto,Personal L3,Hail,Agent,178.006524,Sports Car,Medsize,1
NE,Nebraska,488.5162511,No,Extended,High School or Below,2/12/2011,Disabled,M,26372,Suburban,Married,126,11,7,0,1,Personal Auto,Personal L3,Other,Agent,604.8,SUV,Medsize,0
NE,Nebraska,975.3307106,No,Extended,Bachelor,2/24/2011,Medical Leave,F,17514,Rural,Married,127,2,5,0,3,Personal Auto,Personal L1,Collision,Branch,8.312729,SUV,Medsize,0
MO,Missouri,294.6153697,No,Basic,Bachelor,2/1/2011,Employed,F,89270,Urban,Single,74,17,90,0,1,Personal Auto,Personal L3,Hail,Branch,316.599228,Four-Door Car,Medsize,0
MO,Missouri,258.1110945,No,Basic,High School or Below,2/6/2011,Employed,M,29757,Suburban,Married,65,13,55,0,1,Personal Auto,Personal L2,Hail,Web,312,Four-Door Car,Small,0
IA,Iowa,351.7385764,No,Extended,College,1/23/2011,Employed,M,51814,Rural,Single,92,28,89,0,1,Personal Auto,Personal L2,Scratch/Dent,Agent,56.300724,Four-Door Car,Medsize,0
IA,Iowa,974.3350113,No,Extended,Bachelor,1/21/2011,Employed,F,24028,Suburban,Married,82,14,27,0,2,Personal Auto,Personal L2,Hail,Agent,393.6,Four-Door Car,Small,0
NE,Nebraska,387.3647046,Yes,Basic,College,1/20/2011,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Hail,Agent,701.708239,Sports Car,Medsize,1
NE,Nebraska,764.928199,No,Basic,Bachelor,1/6/2011,Employed,F,52705,Rural,Married,64,14,8,1,2,Personal Auto,Personal L2,Collision,Web,128.705563,Two-Door Car,Large,0
MO,Missouri,228.759692,No,Basic,High School or Below,2/22/2011,Unemployed,M,0,Suburban,Married,63,1,5,0,1,Corporate Auto,Corporate L3,Hail,Agent,679.368378,Two-Door Car,Medsize,0
KS,Kansas,447.5424592,No,Basic,College,2/27/2011,Employed,F,84903,Urban,Married,111,7,63,0,1,Personal Auto,Personal L1,Collision,Agent,497.126827,SUV,Medsize,0
MO,Missouri,871.4922135,Yes,Basic,College,2/21/2011,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L3,Collision,Agent,566.4,SUV,Medsize,1
KS,Kansas,224.8449633,Yes,Basic,Bachelor,1/29/2011,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal Auto,Personal L1,Collision,Branch,347.857619,Four-Door Car,Medsize,1
MO,Missouri,741.6197322,No,Extended,Bachelor,2/22/2011,Unemployed,M,0,Suburban,Single,77,15,12,2,2,Personal Auto,Personal L3,Collision,Agent,554.4,Four-Door Car,Medsize,0
IA,Iowa,777.1158973,No,Basic,Master,2/21/2011,Medical Leave,M,21876,Suburban,Married,68,12,28,0,2,Personal Auto,Personal L3,Collision,Agent,465.41477,Four-Door Car,Small,0
MO,Missouri,696.83419,No,Basic,Bachelor,1/10/2011,Unemployed,F,0,Suburban,Single,69,33,61,1,2,Personal Auto,Personal L3,Collision,Agent,496.8,Four-Door Car,Small,0
MO,Missouri,425.0282624,Yes,Basic,High School or Below,1/18/2011,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L1,Collision,Agent,292.8,Four-Door Car,Small,1
IA,Iowa,1977.656654,No,Extended,High School or Below,1/16/2011,Employed,F,70699,Urban,Divorced,82,1,57,0,2,Personal Auto,Personal L2,Scratch/Dent,Agent,256.813837,Four-Door Car,Medsize,0
MO,Missouri,2134.346599,No,Basic,High School or Below,1/6/2011,Unemployed,F,0,Suburban,Married,74,11,85,1,2,Personal Auto,Personal L2,Collision,Agent,355.2,Four-Door Car,Medsize,0
MO,Missouri,241.3139714,No,Basic,College,1/27/2011,Medical Leave,M,27501,Suburban,Married,63,20,0,0,1,Personal Auto,Personal L1,Other,Branch,542.319401,Four-Door Car,Medsize,0
IA,Iowa,1536.384716,No,Premium,Doctor,1/15/2011,Disabled,F,15897,Urban,Divorced,101,30,99,0,2,Personal Auto,Personal L3,Hail,Agent,303.148399,Four-Door Car,Medsize,0
OK,Oklahoma,845.6961887,No,Basic,College,1/9/2011,Employed,F,25141,Rural,Divorced,73,12,4,1,2,Personal Auto,Personal L3,Scratch/Dent,Agent,25.438063,Four-Door Car,Medsize,0
OK,Oklahoma,218.9642522,No,Basic,College,1/28/2011,Unemployed,F,0,Suburban,Married,61,5,46,3,1,Personal Auto,Personal L2,Scratch/Dent,Agent,292.8,Four-Door Car,Small,0
MO,Missouri,578.0182197,Yes,Basic,High School or Below,2/26/2011,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Hail,Call Center,787.993313,Four-Door Car,Medsize,1
MO,Missouri,463.9981638,No,Basic,Bachelor,1/4/2011,Employed,F,28358,Rural,Married,117,24,37,0,1,Personal Auto,Personal L2,Hail,Call Center,84.024413,Sports Car,Medsize,0
KS,Kansas,446.5335703,No,Basic,College,2/1/2011,Employed,F,61846,Rural,Married,112,1,48,0,1,Personal Auto,Personal L2,Hail,Agent,215.8182,SUV,Medsize,0
NE,Nebraska,596.8118877,No,Basic,Bachelor,1/27/2011,Employed,F,90972,Urban,Married,74,3,47,0,8,Personal Auto,Personal L3,Hail,Call Center,232.926145,Two-Door Car,Medsize,0
KS,Kansas,509.7763337,No,Basic,College,2/14/2011,Unemployed,F,0,Suburban,Single,74,3,95,0,7,Personal Auto,Personal L3,Scratch/Dent,Web,532.8,Two-Door Car,Medsize,0
MO,Missouri,407.6634665,No,Basic,Bachelor,1/23/2011,Employed,F,29549,Suburban,Divorced,104,17,51,0,1,Personal Auto,Personal L2,Hail,Call Center,710.433775,Sports Car,Small,0
MO,Missouri,1225.260179,No,Premium,Bachelor,2/18/2011,Unemployed,F,0,Suburban,Married,115,12,17,1,2,Personal Auto,Personal L2,Collision,Agent,552,Four-Door Car,Medsize,0
OK,Oklahoma,1693.627147,No,Extended,Bachelor,1/24/2011,Employed,F,39411,Suburban,Married,217,4,29,2,4,Personal Auto,Personal L3,Scratch/Dent,Branch,1122.658899,Luxury Car,Medsize,0
IA,Iowa,489.2435461,No,Basic,High School or Below,2/18/2011,Employed,M,21709,Suburban,Married,62,28,17,0,3,Personal Auto,Personal L2,Hail,Branch,408.374746,Four-Door Car,Large,0
OK,Oklahoma,994.2304791,No,Extended,Bachelor,1/19/2011,Employed,M,67890,Suburban,Single,85,23,57,0,2,Personal Auto,Personal L2,Other,Agent,408,Four-Door Car,Small,0
MO,Missouri,373.5838129,No,Basic,Bachelor,1/4/2011,Unemployed,M,0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Collision,Agent,792,SUV,Medsize,0
MO,Missouri,1311.752215,No,Basic,High School or Below,2/7/2011,Employed,F,84311,Suburban,Single,111,11,98,4,2,Personal Auto,Personal L3,Scratch/Dent,Call Center,532.8,SUV,Small,0
MO,Missouri,457.4524094,No,Basic,College,1/30/2011,Employed,F,99316,Suburban,Single,114,26,53,0,1,Corporate Auto,Corporate L3,Hail,Branch,754.358929,SUV,Medsize,0
NE,Nebraska,547.0060561,Yes,Extended,Bachelor,2/17/2011,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L1,Hail,Agent,702.990032,SUV,Medsize,1
MO,Missouri,297.884601,No,Extended,Bachelor,1/13/2011,Employed,F,64586,Urban,Single,76,3,17,0,1,Personal Auto,Personal L1,Scratch/Dent,Branch,206.837111,Four-Door Car,Medsize,0
IA,Iowa,641.0967544,No,Extended,College,2/8/2011,Employed,M,61709,Urban,Married,82,5,41,2,7,Personal Auto,Personal L3,Scratch/Dent,Branch,275.395894,Four-Door Car,Medsize,0
MO,Missouri,447.9023088,No,Basic,Master,1/29/2011,Employed,M,94656,Urban,Married,111,12,79,1,1,Special Auto,Special L2,Other,Web,459.738128,SUV,Medsize,0
MO,Missouri,238.3731879,No,Basic,High School or Below,2/5/2011,Unemployed,F,0,Suburban,Single,69,5,40,0,1,Special Auto,Special L3,Other,Branch,496.8,Two-Door Car,Small,0
MO,Missouri,276.4493659,No,Basic,Bachelor,1/20/2011,Employed,M,61085,Suburban,Married,70,27,34,1,1,Personal Auto,Personal L3,Hail,Branch,336,Two-Door Car,Medsize,0
IA,Iowa,792.0105377,No,Basic,Bachelor,1/27/2011,Employed,F,89284,Suburban,Married,67,7,31,3,2,Personal Auto,Personal L2,Other,Agent,321.6,Two-Door Car,Small,0
NE,Nebraska,688.9097981,No,Basic,High School or Below,1/9/2011,Unemployed,F,0,Suburban,Divorced,63,6,12,0,2,Personal Auto,Personal L2,Collision,Branch,302.4,Four-Door Car,Small,0
KS,Kansas,327.4194616,No,Extended,Bachelor,1/11/2011,Employed,F,31686,Suburban,Married,81,11,33,0,1,Personal Auto,Personal L3,Collision,Agent,430.994107,Four-Door Car,Small,0
IA,Iowa,995.1707743,No,Premium,High School or Below,2/17/2011,Employed,M,56855,Suburban,Single,255,12,1,0,1,Corporate Auto,Corporate L3,Other,Web,1836,Luxury SUV,Medsize,0
IA,Iowa,252.1555686,No,Basic,Bachelor,2/16/2011,Employed,M,53703,Rural,Single,67,3,45,2,1,Special Auto,Special L3,Collision,Branch,67.632476,Four-Door Car,Medsize,0
KS,Kansas,2370.611337,No,Extended,High School or Below,2/10/2011,Unemployed,F,0,Suburban,Single,96,12,35,1,2,Personal Auto,Personal L1,Scratch/Dent,Branch,844.481918,Two-Door Car,Medsize,0
MO,Missouri,604.702516,Yes,Extended,College,2/19/2011,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L1,Collision,Branch,364.8,Four-Door Car,Medsize,1
MO,Missouri,1114.030248,No,Premium,Master,1/21/2011,Disabled,F,27679,Suburban,Single,150,30,28,0,3,Personal Auto,Personal L1,Collision,Call Center,722.486994,SUV,Medsize,0
OK,Oklahoma,433.4064096,Yes,Extended,Bachelor,2/27/2011,Retired,F,23904,Suburban,Single,123,1,67,3,1,Personal Auto,Personal L3,Collision,Agent,590.4,SUV,Medsize,1
NE,Nebraska,279.974791,No,Basic,High School or Below,2/4/2011,Employed,F,65351,Suburban,Married,69,4,54,0,1,Corporate Auto,Corporate L1,Hail,Call Center,481.027516,Four-Door Car,Medsize,0
MO,Missouri,792.3136624,No,Basic,College,1/18/2011,Unemployed,M,0,Suburban,Single,113,20,1,0,7,Personal Auto,Personal L2,Collision,Agent,1124.427734,SUV,Medsize,0
MO,Missouri,368.8110888,No,Basic,High School or Below,2/3/2011,Unemployed,M,0,Suburban,Single,63,0,54,3,7,Personal Auto,Personal L2,Collision,Call Center,669.682001,Four-Door Car,Medsize,0
MO,Missouri,1206.745599,No,Basic,College,1/2/2011,Unemployed,M,0,Suburban,Single,116,14,35,0,2,Personal Auto,Personal L2,Collision,Agent,1284.093173,SUV,Medsize,0
MO,Missouri,292.4976721,No,Basic,College,1/9/2011,Employed,F,64459,Urban,Married,72,16,64,0,1,Personal Auto,Personal L1,Hail,Branch,240.259479,Four-Door Car,Medsize,0
MO,Missouri,1501.40927,No,Premium,College,1/19/2011,Employed,M,32961,Suburban,Married,190,13,53,0,3,Corporate Auto,Corporate L2,Collision,Branch,912,SUV,Small,0
IA,Iowa,927.7233839,No,Basic,High School or Below,1/11/2011,Employed,F,71416,Suburban,Divorced,116,10,0,0,3,Corporate Auto,Corporate L3,Hail,Agent,556.8,SUV,Medsize,0
KS,Kansas,627.4123875,No,Extended,Bachelor,1/31/2011,Employed,F,68964,Rural,Married,78,15,6,0,3,Personal Auto,Personal L3,Scratch/Dent,Web,115.086827,Four-Door Car,Medsize,0
MO,Missouri,388.6647414,No,Extended,High School or Below,1/11/2011,Employed,M,78108,Suburban,Single,98,12,34,0,1,Personal Auto,Personal L3,Hail,Agent,470.4,Two-Door Car,Small,0
MO,Missouri,438.6277558,Yes,Basic,College,2/11/2011,Retired,M,10621,Suburban,Single,67,28,22,0,5,Special Auto,Special L3,Collision,Agent,321.6,Four-Door Car,Medsize,1
KS,Kansas,1136.526766,No,Extended,College,1/22/2011,Employed,M,84910,Urban,Married,95,4,69,0,2,Corporate Auto,Corporate L3,Hail,Web,383.167471,Two-Door Car,Small,0
MO,Missouri,561.096434,No,Basic,High School or Below,2/24/2011,Employed,F,77493,Urban,Single,70,2,35,0,3,Special Auto,Special L3,Collision,Agent,307.963291,Four-Door Car,Medsize,0
NE,Nebraska,291.2892035,No,Basic,College,2/28/2011,Employed,M,81097,Suburban,Divorced,74,7,67,0,1,Personal Auto,Personal L1,Other,Agent,355.2,Four-Door Car,Small,0
IA,Iowa,691.5729915,No,Extended,College,1/25/2011,Employed,F,96610,Suburban,Married,85,6,23,0,3,Corporate Auto,Corporate L1,Other,Call Center,520.364752,Four-Door Car,Large,0
IA,Iowa,626.2663307,No,Premium,College,2/26/2011,Employed,M,30110,Urban,Married,159,20,71,0,1,Corporate Auto,Corporate L3,Other,Agent,466.436375,Sports Car,Small,0
IA,Iowa,650.3397049,Yes,Extended,High School or Below,2/19/2011,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Special Auto,Special L3,Collision,Agent,451.670309,Two-Door Car,Small,1
KS,Kansas,800.7399376,Yes,Basic,High School or Below,1/2/2011,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Collision,Web,537.6,Sports Car,Medsize,1
MO,Missouri,292.9916512,No,Basic,College,1/2/2011,Employed,M,98473,Suburban,Married,72,19,69,0,1,Personal Auto,Personal L1,Hail,Branch,345.6,Four-Door Car,Medsize,0
IA,Iowa,596.955297,No,Basic,Bachelor,1/26/2011,Employed,F,97431,Suburban,Married,74,1,72,0,3,Personal Auto,Personal L2,Scratch/Dent,Branch,355.2,Four-Door Car,Medsize,0
MO,Missouri,547.315987,No,Basic,Bachelor,2/2/2011,Employed,M,93870,Suburban,Divorced,69,1,96,0,8,Personal Auto,Personal L2,Collision,Call Center,331.2,Four-Door Car,Medsize,0
OK,Oklahoma,564.5396665,No,Basic,High School or Below,2/27/2011,Employed,M,50366,Suburban,Divorced,72,9,5,0,9,Personal Auto,Personal L1,Collision,Call Center,428.734656,Four-Door Car,Small,0
KS,Kansas,636.9262355,Yes,Extended,High School or Below,1/20/2011,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L3,Hail,Branch,398.4,Two-Door Car,Small,1
IA,Iowa,1183.376732,No,Basic,College,1/17/2011,Disabled,F,16552,Suburban,Married,103,23,53,0,2,Personal Auto,Personal L3,Hail,Call Center,494.4,SUV,Small,0
IA,Iowa,612.1107929,No,Extended,College,1/17/2011,Employed,F,26787,Suburban,Married,77,7,50,0,5,Personal Auto,Personal L3,Scratch/Dent,Branch,369.6,Four-Door Car,Medsize,0
OK,Oklahoma,515.9369746,No,Basic,College,2/24/2011,Unemployed,M,0,Suburban,Single,74,2,42,0,9,Personal Auto,Personal L1,Collision,Branch,831.752839,Two-Door Car,Medsize,0
OK,Oklahoma,251.459196,Yes,Basic,High School or Below,2/14/2011,Employed,F,43860,Rural,Single,65,15,58,0,1,Corporate Auto,Corporate L3,Hail,Agent,156.124914,Four-Door Car,Medsize,1
NE,Nebraska,866.8611261,No,Basic,High School or Below,2/20/2011,Employed,M,21474,Urban,Married,114,13,72,2,9,Corporate Auto,Corporate L3,Collision,Agent,373.428187,SUV,Small,0
MO,Missouri,496.0965384,No,Basic,Bachelor,2/19/2011,Disabled,M,18174,Suburban,Married,66,8,16,0,9,Corporate Auto,Corporate L1,Collision,Agent,395.934815,Four-Door Car,Small,0
NE,Nebraska,550.4139033,Yes,Basic,Bachelor,2/8/2011,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L1,Collision,Call Center,350.4,Four-Door Car,Medsize,1
NE,Nebraska,750.7455372,Yes,Basic,College,2/6/2011,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Personal L3,Hail,Agent,231.201886,Two-Door Car,Medsize,1
NE,Nebraska,3226.985139,No,Extended,High School or Below,2/27/2011,Employed,M,41520,Urban,Married,90,18,70,0,2,Personal Auto,Personal L2,Collision,Agent,289.904105,Four-Door Car,Medsize,0
IA,Iowa,565.7031588,No,Premium,Bachelor,2/1/2011,Unemployed,F,0,Suburban,Married,152,12,89,0,1,Personal Auto,Personal L3,Collision,Web,729.6,SUV,Small,0
NE,Nebraska,506.1757902,No,Basic,High School or Below,2/23/2011,Unemployed,M,0,Suburban,Married,68,19,16,0,8,Personal Auto,Personal L3,Scratch/Dent,Call Center,326.4,Two-Door Car,Medsize,0
MO,Missouri,591.2783829,No,Basic,Bachelor,1/11/2011,Employed,M,72208,Suburban,Married,73,3,84,0,8,Personal Auto,Personal L3,Collision,Branch,350.4,Two-Door Car,Small,0
MO,Missouri,1518.227975,No,Basic,Bachelor,2/10/2011,Employed,F,53863,Rural,Married,63,12,30,0,2,Personal Auto,Personal L2,Collision,Web,105.765111,Four-Door Car,Large,0
KS,Kansas,1074.703094,No,Extended,College,2/25/2011,Employed,M,66446,Urban,Divorced,136,8,77,0,3,Corporate Auto,Corporate L1,Hail,Branch,639.464548,SUV,Large,0
KS,Kansas,205.0623512,No,Basic,College,2/16/2011,Unemployed,M,0,Suburban,Single,61,18,26,0,1,Personal Auto,Personal L3,Hail,Agent,292.8,Four-Door Car,Small,0
KS,Kansas,246.5444865,No,Basic,Bachelor,1/30/2011,Employed,F,64997,Suburban,Single,63,7,99,1,1,Personal Auto,Personal L3,Hail,Agent,383.442328,Four-Door Car,Small,0
OK,Oklahoma,534.3121327,No,Basic,High School or Below,2/11/2011,Employed,F,64460,Suburban,Married,66,18,42,0,3,Corporate Auto,Corporate L3,Hail,Agent,316.8,Two-Door Car,Small,0
NE,Nebraska,811.9829071,No,Basic,College,1/14/2011,Employed,F,46618,Rural,Married,67,22,77,0,2,Personal Auto,Personal L1,Scratch/Dent,Agent,99.085943,Four-Door Car,Large,0
IA,Iowa,460.5265164,No,Basic,College,2/14/2011,Unemployed,F,0,Suburban,Divorced,64,13,64,0,4,Corporate Auto,Corporate L3,Collision,Branch,307.2,Four-Door Car,Small,0
MO,Missouri,640.8785577,No,Extended,College,2/3/2011,Employed,M,49988,Suburban,Married,84,6,37,5,5,Personal Auto,Personal L2,Hail,Web,566.935022,Two-Door Car,Large,0
MO,Missouri,237.6533508,No,Extended,College,1/31/2011,Unemployed,F,0,Suburban,Single,91,2,8,5,1,Personal Auto,Personal L1,Collision,Agent,436.8,Two-Door Car,Medsize,0
MO,Missouri,321.1070017,No,Extended,Bachelor,2/15/2011,Disabled,M,16269,Suburban,Divorced,86,6,84,0,1,Corporate Auto,Corporate L2,Scratch/Dent,Agent,412.8,Two-Door Car,Medsize,0
NE,Nebraska,509.4522262,No,Basic,Bachelor,2/27/2011,Employed,F,72006,Suburban,Divorced,64,4,38,0,3,Personal Auto,Personal L1,Other,Agent,307.2,Four-Door Car,Medsize,0
NE,Nebraska,2575.527817,No,Extended,High School or Below,1/21/2011,Unemployed,F,0,Suburban,Married,81,3,60,2,2,Personal Auto,Personal L2,Other,Call Center,388.8,Four-Door Car,Small,0
IA,Iowa,867.2229719,No,Extended,Bachelor,1/14/2011,Unemployed,M,0,Suburban,Single,245,34,83,0,1,Corporate Auto,Corporate L3,Collision,Branch,2345.413441,Luxury SUV,Medsize,0
MO,Missouri,804.473072,No,Basic,Master,1/25/2011,Employed,M,44320,Suburban,Married,67,13,79,0,2,Personal Auto,Personal L2,Collision,Call Center,321.6,Four-Door Car,Medsize,0
NE,Nebraska,400.1519098,No,Premium,High School or Below,2/2/2011,Retired,F,19782,Suburban,Divorced,108,13,66,0,1,Personal Auto,Personal L3,Scratch/Dent,Web,773.470977,Two-Door Car,Medsize,0
OK,Oklahoma,1670.611699,No,Basic,Bachelor,2/9/2011,Employed,F,63933,Suburban,Divorced,70,35,98,0,2,Personal Auto,Personal L3,Collision,Call Center,424.883448,Two-Door Car,Medsize,0
NE,Nebraska,854.4411077,No,Basic,Doctor,2/28/2011,Employed,M,28224,Suburban,Single,109,13,13,0,8,Personal Auto,Personal L3,Collision,Call Center,523.2,SUV,Medsize,0
KS,Kansas,780.531287,Yes,Basic,College,1/27/2011,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Personal L3,Collision,Agent,508.8,SUV,Small,1
IA,Iowa,611.2756868,No,Extended,Bachelor,2/19/2011,Employed,M,63243,Urban,Married,77,21,73,0,3,Personal Auto,Personal L3,Other,Call Center,364.240307,Four-Door Car,Large,0
OK,Oklahoma,477.2943848,Yes,Extended,High School or Below,2/18/2011,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Hail,Agent,638.4,SUV,Medsize,1
IA,Iowa,1097.909559,No,Extended,Bachelor,2/14/2011,Employed,F,94827,Urban,Married,135,5,64,0,4,Personal Auto,Personal L3,Collision,Agent,354.729129,SUV,Medsize,0
MO,Missouri,500.4263818,No,Basic,Master,1/30/2011,Employed,F,39161,Urban,Married,63,18,83,1,4,Personal Auto,Personal L3,Hail,Call Center,283.995953,Two-Door Car,Small,0
KS,Kansas,1322.304379,No,Extended,Bachelor,2/9/2011,Employed,M,37534,Suburban,Married,84,2,0,2,2,Personal Auto,Personal L3,Scratch/Dent,Branch,403.2,Four-Door Car,Medsize,0
